ethnicity	tissue	microID	location	link
AFR	Artery Tibial	335865	chr2:196989510	http://www.cagmdb.org/view_table.php?id=335865
AFR	Artery Tibial	337933	chr2:206150024	http://www.cagmdb.org/view_table.php?id=337933
AFR	Artery Tibial	340795	chr2:219535328	http://www.cagmdb.org/view_table.php?id=340795
AFR	Artery Tibial	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Artery Tibial	357665	chr3:58256346	http://www.cagmdb.org/view_table.php?id=357665
AFR	Artery Tibial	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Artery Tibial	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Artery Tibial	401361	chr4:74097587	http://www.cagmdb.org/view_table.php?id=401361
AFR	Artery Tibial	401361	chr4:74097587	http://www.cagmdb.org/view_table.php?id=401361
AFR	Artery Tibial	423673	chr4:184615256	http://www.cagmdb.org/view_table.php?id=423673
AFR	Artery Tibial	440030	chr5:78964857	http://www.cagmdb.org/view_table.php?id=440030
AFR	Artery Tibial	460446	chr5:178249986	http://www.cagmdb.org/view_table.php?id=460446
AFR	Artery Tibial	517917	chr7:100722509	http://www.cagmdb.org/view_table.php?id=517917
AFR	Artery Tibial	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Artery Tibial	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Artery Tibial	582355	chr9:127365413	http://www.cagmdb.org/view_table.php?id=582355
AFR	Artery Tibial	582780	chr9:128956183	http://www.cagmdb.org/view_table.php?id=582780
AFR	Brain Cerebellum	21131	chr10:92027481	http://www.cagmdb.org/view_table.php?id=21131
AFR	Brain Cerebellum	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Brain Cerebellum	29910	chr10:133402253	http://www.cagmdb.org/view_table.php?id=29910
AFR	Brain Cerebellum	33646	chr11:18456407	http://www.cagmdb.org/view_table.php?id=33646
AFR	Brain Cerebellum	45576	chr11:78127328	http://www.cagmdb.org/view_table.php?id=45576
AFR	Brain Cerebellum	45576	chr11:78127328	http://www.cagmdb.org/view_table.php?id=45576
AFR	Brain Cerebellum	48077	chr11:90218200	http://www.cagmdb.org/view_table.php?id=48077
AFR	Brain Cerebellum	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Brain Cerebellum	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Brain Cerebellum	58311	chr12:4610004	http://www.cagmdb.org/view_table.php?id=58311
AFR	Brain Cerebellum	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Brain Cerebellum	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Brain Cerebellum	134859	chr15:64980738	http://www.cagmdb.org/view_table.php?id=134859
AFR	Brain Cerebellum	139902	chr15:88527894	http://www.cagmdb.org/view_table.php?id=139902
AFR	Brain Cerebellum	163642	chr17:5434774	http://www.cagmdb.org/view_table.php?id=163642
AFR	Brain Cerebellum	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Brain Cerebellum	181070	chr17:78802467	http://www.cagmdb.org/view_table.php?id=181070
AFR	Brain Cerebellum	190278	chr18:41962443	http://www.cagmdb.org/view_table.php?id=190278
AFR	Brain Cerebellum	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
AFR	Brain Cerebellum	239458	chr1:113880912	http://www.cagmdb.org/view_table.php?id=239458
AFR	Brain Cerebellum	240085	chr1:117086248	http://www.cagmdb.org/view_table.php?id=240085
AFR	Brain Cerebellum	268278	chr20:23421268	http://www.cagmdb.org/view_table.php?id=268278
AFR	Brain Cerebellum	285917	chr21:46258738	http://www.cagmdb.org/view_table.php?id=285917
AFR	Brain Cerebellum	313735	chr2:85554455	http://www.cagmdb.org/view_table.php?id=313735
AFR	Brain Cerebellum	339834	chr2:215410131	http://www.cagmdb.org/view_table.php?id=339834
AFR	Brain Cerebellum	348862	chr3:15498470	http://www.cagmdb.org/view_table.php?id=348862
AFR	Brain Cerebellum	348862	chr3:15498470	http://www.cagmdb.org/view_table.php?id=348862
AFR	Brain Cerebellum	385948	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
AFR	Brain Cerebellum	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Brain Cerebellum	460303	chr5:177608488	http://www.cagmdb.org/view_table.php?id=460303
AFR	Brain Cerebellum	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Brain Cerebellum	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Brain Cerebellum	584439	chr9:135786171	http://www.cagmdb.org/view_table.php?id=584439
AFR	Brain Cerebellum	584678	chr9:136980867	http://www.cagmdb.org/view_table.php?id=584678
AFR	Fibroblasts	25255	chr10:110285085	http://www.cagmdb.org/view_table.php?id=25255
AFR	Fibroblasts	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Fibroblasts	28291	chr10:124828675	http://www.cagmdb.org/view_table.php?id=28291
AFR	Fibroblasts	29910	chr10:133402253	http://www.cagmdb.org/view_table.php?id=29910
AFR	Fibroblasts	31249	chr11:6390706	http://www.cagmdb.org/view_table.php?id=31249
AFR	Fibroblasts	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
AFR	Fibroblasts	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
AFR	Fibroblasts	52377	chr11:111809518	http://www.cagmdb.org/view_table.php?id=52377
AFR	Fibroblasts	52377	chr11:111809518	http://www.cagmdb.org/view_table.php?id=52377
AFR	Fibroblasts	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Fibroblasts	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Fibroblasts	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Fibroblasts	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Fibroblasts	84298	chr12:123721191	http://www.cagmdb.org/view_table.php?id=84298
AFR	Fibroblasts	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Fibroblasts	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Fibroblasts	128086	chr15:34142267	http://www.cagmdb.org/view_table.php?id=128086
AFR	Fibroblasts	129341	chr15:40353111	http://www.cagmdb.org/view_table.php?id=129341
AFR	Fibroblasts	129644	chr15:41380244	http://www.cagmdb.org/view_table.php?id=129644
AFR	Fibroblasts	129644	chr15:41380244	http://www.cagmdb.org/view_table.php?id=129644
AFR	Fibroblasts	130160	chr15:43492238	http://www.cagmdb.org/view_table.php?id=130160
AFR	Fibroblasts	164837	chr17:9897983	http://www.cagmdb.org/view_table.php?id=164837
AFR	Fibroblasts	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Fibroblasts	181070	chr17:78802467	http://www.cagmdb.org/view_table.php?id=181070
AFR	Fibroblasts	207247	chr19:32438944	http://www.cagmdb.org/view_table.php?id=207247
AFR	Fibroblasts	209319	chr19:40255439	http://www.cagmdb.org/view_table.php?id=209319
AFR	Fibroblasts	210688	chr19:45409232	http://www.cagmdb.org/view_table.php?id=210688
AFR	Fibroblasts	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
AFR	Fibroblasts	248188	chr1:179348761	http://www.cagmdb.org/view_table.php?id=248188
AFR	Fibroblasts	268278	chr20:23421268	http://www.cagmdb.org/view_table.php?id=268278
AFR	Fibroblasts	277125	chr20:62329366	http://www.cagmdb.org/view_table.php?id=277125
AFR	Fibroblasts	285897	chr21:46124538	http://www.cagmdb.org/view_table.php?id=285897
AFR	Fibroblasts	285929	chr21:46302072	http://www.cagmdb.org/view_table.php?id=285929
AFR	Fibroblasts	297306	chr2:9412255	http://www.cagmdb.org/view_table.php?id=297306
AFR	Fibroblasts	297306	chr2:9412255	http://www.cagmdb.org/view_table.php?id=297306
AFR	Fibroblasts	304687	chr2:43707746	http://www.cagmdb.org/view_table.php?id=304687
AFR	Fibroblasts	313735	chr2:85554455	http://www.cagmdb.org/view_table.php?id=313735
AFR	Fibroblasts	326812	chr2:151411208	http://www.cagmdb.org/view_table.php?id=326812
AFR	Fibroblasts	328516	chr2:159976348	http://www.cagmdb.org/view_table.php?id=328516
AFR	Fibroblasts	331818	chr2:176131175	http://www.cagmdb.org/view_table.php?id=331818
AFR	Fibroblasts	337933	chr2:206150024	http://www.cagmdb.org/view_table.php?id=337933
AFR	Fibroblasts	343188	chr2:229840801	http://www.cagmdb.org/view_table.php?id=343188
AFR	Fibroblasts	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Fibroblasts	368203	chr3:113657264	http://www.cagmdb.org/view_table.php?id=368203
AFR	Fibroblasts	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Fibroblasts	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Fibroblasts	386913	chr4:5745187	http://www.cagmdb.org/view_table.php?id=386913
AFR	Fibroblasts	414980	chr4:142405160	http://www.cagmdb.org/view_table.php?id=414980
AFR	Fibroblasts	448592	chr5:122829776	http://www.cagmdb.org/view_table.php?id=448592
AFR	Fibroblasts	448592	chr5:122829776	http://www.cagmdb.org/view_table.php?id=448592
AFR	Fibroblasts	467516	chr6:28125216	http://www.cagmdb.org/view_table.php?id=467516
AFR	Fibroblasts	517917	chr7:100722509	http://www.cagmdb.org/view_table.php?id=517917
AFR	Fibroblasts	528719	chr7:150687106	http://www.cagmdb.org/view_table.php?id=528719
AFR	Fibroblasts	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Fibroblasts	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Muscle Skeletal	25255	chr10:110285085	http://www.cagmdb.org/view_table.php?id=25255
AFR	Muscle Skeletal	29910	chr10:133402253	http://www.cagmdb.org/view_table.php?id=29910
AFR	Muscle Skeletal	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
AFR	Muscle Skeletal	34029	chr11:20389654	http://www.cagmdb.org/view_table.php?id=34029
AFR	Muscle Skeletal	44486	chr11:73361921	http://www.cagmdb.org/view_table.php?id=44486
AFR	Muscle Skeletal	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Muscle Skeletal	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Muscle Skeletal	55269	chr11:124751122	http://www.cagmdb.org/view_table.php?id=55269
AFR	Muscle Skeletal	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Muscle Skeletal	83376	chr12:120766090	http://www.cagmdb.org/view_table.php?id=83376
AFR	Muscle Skeletal	90065	chr13:35476297	http://www.cagmdb.org/view_table.php?id=90065
AFR	Muscle Skeletal	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Muscle Skeletal	124944	chr14:103710854	http://www.cagmdb.org/view_table.php?id=124944
AFR	Muscle Skeletal	128086	chr15:34142267	http://www.cagmdb.org/view_table.php?id=128086
AFR	Muscle Skeletal	131641	chr15:50634327	http://www.cagmdb.org/view_table.php?id=131641
AFR	Muscle Skeletal	134859	chr15:64980738	http://www.cagmdb.org/view_table.php?id=134859
AFR	Muscle Skeletal	160941	chr16:84880694	http://www.cagmdb.org/view_table.php?id=160941
AFR	Muscle Skeletal	161848	chr16:88733965	http://www.cagmdb.org/view_table.php?id=161848
AFR	Muscle Skeletal	163504	chr17:4891201	http://www.cagmdb.org/view_table.php?id=163504
AFR	Muscle Skeletal	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Muscle Skeletal	175503	chr17:56985104	http://www.cagmdb.org/view_table.php?id=175503
AFR	Muscle Skeletal	180110	chr17:74943760	http://www.cagmdb.org/view_table.php?id=180110
AFR	Muscle Skeletal	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Muscle Skeletal	254169	chr1:207070018	http://www.cagmdb.org/view_table.php?id=254169
AFR	Muscle Skeletal	263953	chr20:3045700	http://www.cagmdb.org/view_table.php?id=263953
AFR	Muscle Skeletal	277125	chr20:62329366	http://www.cagmdb.org/view_table.php?id=277125
AFR	Muscle Skeletal	290994	chr22:36295402	http://www.cagmdb.org/view_table.php?id=290994
AFR	Muscle Skeletal	295544	chr2:1137503	http://www.cagmdb.org/view_table.php?id=295544
AFR	Muscle Skeletal	310093	chr2:68217012	http://www.cagmdb.org/view_table.php?id=310093
AFR	Muscle Skeletal	310470	chr2:69962200	http://www.cagmdb.org/view_table.php?id=310470
AFR	Muscle Skeletal	311234	chr2:73559315	http://www.cagmdb.org/view_table.php?id=311234
AFR	Muscle Skeletal	337933	chr2:206150024	http://www.cagmdb.org/view_table.php?id=337933
AFR	Muscle Skeletal	353290	chr3:37417844	http://www.cagmdb.org/view_table.php?id=353290
AFR	Muscle Skeletal	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Muscle Skeletal	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Muscle Skeletal	432938	chr5:38528850	http://www.cagmdb.org/view_table.php?id=432938
AFR	Muscle Skeletal	453779	chr5:148065546	http://www.cagmdb.org/view_table.php?id=453779
AFR	Muscle Skeletal	466669	chr6:24466571	http://www.cagmdb.org/view_table.php?id=466669
AFR	Muscle Skeletal	478577	chr6:83152212	http://www.cagmdb.org/view_table.php?id=478577
AFR	Muscle Skeletal	478577	chr6:83152212	http://www.cagmdb.org/view_table.php?id=478577
AFR	Muscle Skeletal	484566	chr6:112158541	http://www.cagmdb.org/view_table.php?id=484566
AFR	Muscle Skeletal	503821	chr7:33014503	http://www.cagmdb.org/view_table.php?id=503821
AFR	Muscle Skeletal	517917	chr7:100722509	http://www.cagmdb.org/view_table.php?id=517917
AFR	Muscle Skeletal	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Muscle Skeletal	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Muscle Skeletal	574638	chr9:92474743	http://www.cagmdb.org/view_table.php?id=574638
AFR	Muscle Skeletal	576508	chr9:101359678	http://www.cagmdb.org/view_table.php?id=576508
AFR	Nerve Tibial	18736	chr10:80166227	http://www.cagmdb.org/view_table.php?id=18736
AFR	Nerve Tibial	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Nerve Tibial	29910	chr10:133402253	http://www.cagmdb.org/view_table.php?id=29910
AFR	Nerve Tibial	31249	chr11:6390706	http://www.cagmdb.org/view_table.php?id=31249
AFR	Nerve Tibial	33622	chr11:18338437	http://www.cagmdb.org/view_table.php?id=33622
AFR	Nerve Tibial	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
AFR	Nerve Tibial	51592	chr11:108146045	http://www.cagmdb.org/view_table.php?id=51592
AFR	Nerve Tibial	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Nerve Tibial	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Nerve Tibial	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Nerve Tibial	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Nerve Tibial	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Nerve Tibial	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Nerve Tibial	83689	chr12:121659138	http://www.cagmdb.org/view_table.php?id=83689
AFR	Nerve Tibial	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Nerve Tibial	134859	chr15:64980738	http://www.cagmdb.org/view_table.php?id=134859
AFR	Nerve Tibial	143099	chr16:793085	http://www.cagmdb.org/view_table.php?id=143099
AFR	Nerve Tibial	148666	chr16:23067914	http://www.cagmdb.org/view_table.php?id=148666
AFR	Nerve Tibial	161848	chr16:88733965	http://www.cagmdb.org/view_table.php?id=161848
AFR	Nerve Tibial	163990	chr17:6787224	http://www.cagmdb.org/view_table.php?id=163990
AFR	Nerve Tibial	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Nerve Tibial	190278	chr18:41962443	http://www.cagmdb.org/view_table.php?id=190278
AFR	Nerve Tibial	192842	chr18:54406746	http://www.cagmdb.org/view_table.php?id=192842
AFR	Nerve Tibial	199250	chr19:2916361	http://www.cagmdb.org/view_table.php?id=199250
AFR	Nerve Tibial	199936	chr19:4817277	http://www.cagmdb.org/view_table.php?id=199936
AFR	Nerve Tibial	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Nerve Tibial	254166	chr1:207063889	http://www.cagmdb.org/view_table.php?id=254166
AFR	Nerve Tibial	258580	chr1:228458656	http://www.cagmdb.org/view_table.php?id=258580
AFR	Nerve Tibial	263380	chr20:417396	http://www.cagmdb.org/view_table.php?id=263380
AFR	Nerve Tibial	268278	chr20:23421268	http://www.cagmdb.org/view_table.php?id=268278
AFR	Nerve Tibial	277125	chr20:62329366	http://www.cagmdb.org/view_table.php?id=277125
AFR	Nerve Tibial	281978	chr21:28931067	http://www.cagmdb.org/view_table.php?id=281978
AFR	Nerve Tibial	290016	chr22:32367649	http://www.cagmdb.org/view_table.php?id=290016
AFR	Nerve Tibial	295544	chr2:1137503	http://www.cagmdb.org/view_table.php?id=295544
AFR	Nerve Tibial	311234	chr2:73559315	http://www.cagmdb.org/view_table.php?id=311234
AFR	Nerve Tibial	313735	chr2:85554455	http://www.cagmdb.org/view_table.php?id=313735
AFR	Nerve Tibial	316523	chr2:102342047	http://www.cagmdb.org/view_table.php?id=316523
AFR	Nerve Tibial	326812	chr2:151411208	http://www.cagmdb.org/view_table.php?id=326812
AFR	Nerve Tibial	331775	chr2:175930276	http://www.cagmdb.org/view_table.php?id=331775
AFR	Nerve Tibial	335865	chr2:196989510	http://www.cagmdb.org/view_table.php?id=335865
AFR	Nerve Tibial	337933	chr2:206150024	http://www.cagmdb.org/view_table.php?id=337933
AFR	Nerve Tibial	339834	chr2:215410131	http://www.cagmdb.org/view_table.php?id=339834
AFR	Nerve Tibial	355181	chr3:47271146	http://www.cagmdb.org/view_table.php?id=355181
AFR	Nerve Tibial	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Nerve Tibial	381487	chr3:179210061	http://www.cagmdb.org/view_table.php?id=381487
AFR	Nerve Tibial	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Nerve Tibial	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Nerve Tibial	401361	chr4:74097587	http://www.cagmdb.org/view_table.php?id=401361
AFR	Nerve Tibial	432938	chr5:38528850	http://www.cagmdb.org/view_table.php?id=432938
AFR	Nerve Tibial	481070	chr6:95586994	http://www.cagmdb.org/view_table.php?id=481070
AFR	Nerve Tibial	505270	chr7:40154316	http://www.cagmdb.org/view_table.php?id=505270
AFR	Nerve Tibial	505270	chr7:40154316	http://www.cagmdb.org/view_table.php?id=505270
AFR	Nerve Tibial	512755	chr7:76433118	http://www.cagmdb.org/view_table.php?id=512755
AFR	Nerve Tibial	517917	chr7:100722509	http://www.cagmdb.org/view_table.php?id=517917
AFR	Nerve Tibial	528719	chr7:150687106	http://www.cagmdb.org/view_table.php?id=528719
AFR	Nerve Tibial	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Nerve Tibial	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Nerve Tibial	582780	chr9:128956183	http://www.cagmdb.org/view_table.php?id=582780
AFR	Nerve Tibial	583062	chr9:129890399	http://www.cagmdb.org/view_table.php?id=583062
AFR	Skin Sun Exposed	12000	chr10:49326925	http://www.cagmdb.org/view_table.php?id=12000
AFR	Skin Sun Exposed	18736	chr10:80166227	http://www.cagmdb.org/view_table.php?id=18736
AFR	Skin Sun Exposed	18772	chr10:80289496	http://www.cagmdb.org/view_table.php?id=18772
AFR	Skin Sun Exposed	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Skin Sun Exposed	33622	chr11:18338437	http://www.cagmdb.org/view_table.php?id=33622
AFR	Skin Sun Exposed	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
AFR	Skin Sun Exposed	50483	chr11:102721319	http://www.cagmdb.org/view_table.php?id=50483
AFR	Skin Sun Exposed	51592	chr11:108146045	http://www.cagmdb.org/view_table.php?id=51592
AFR	Skin Sun Exposed	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Skin Sun Exposed	55269	chr11:124751122	http://www.cagmdb.org/view_table.php?id=55269
AFR	Skin Sun Exposed	55320	chr11:124986668	http://www.cagmdb.org/view_table.php?id=55320
AFR	Skin Sun Exposed	57131	chr11:134382307	http://www.cagmdb.org/view_table.php?id=57131
AFR	Skin Sun Exposed	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Skin Sun Exposed	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Skin Sun Exposed	131773	chr15:51237153	http://www.cagmdb.org/view_table.php?id=131773
AFR	Skin Sun Exposed	135572	chr15:68207980	http://www.cagmdb.org/view_table.php?id=135572
AFR	Skin Sun Exposed	143099	chr16:793085	http://www.cagmdb.org/view_table.php?id=143099
AFR	Skin Sun Exposed	143363	chr16:1999882	http://www.cagmdb.org/view_table.php?id=143363
AFR	Skin Sun Exposed	163642	chr17:5434774	http://www.cagmdb.org/view_table.php?id=163642
AFR	Skin Sun Exposed	164837	chr17:9897983	http://www.cagmdb.org/view_table.php?id=164837
AFR	Skin Sun Exposed	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Skin Sun Exposed	175503	chr17:56985104	http://www.cagmdb.org/view_table.php?id=175503
AFR	Skin Sun Exposed	180126	chr17:74999289	http://www.cagmdb.org/view_table.php?id=180126
AFR	Skin Sun Exposed	210688	chr19:45409232	http://www.cagmdb.org/view_table.php?id=210688
AFR	Skin Sun Exposed	230613	chr1:70438841	http://www.cagmdb.org/view_table.php?id=230613
AFR	Skin Sun Exposed	243812	chr1:158611132	http://www.cagmdb.org/view_table.php?id=243812
AFR	Skin Sun Exposed	245600	chr1:166975020	http://www.cagmdb.org/view_table.php?id=245600
AFR	Skin Sun Exposed	254169	chr1:207070018	http://www.cagmdb.org/view_table.php?id=254169
AFR	Skin Sun Exposed	259839	chr1:234383574	http://www.cagmdb.org/view_table.php?id=259839
AFR	Skin Sun Exposed	268278	chr20:23421268	http://www.cagmdb.org/view_table.php?id=268278
AFR	Skin Sun Exposed	277125	chr20:62329366	http://www.cagmdb.org/view_table.php?id=277125
AFR	Skin Sun Exposed	285929	chr21:46302072	http://www.cagmdb.org/view_table.php?id=285929
AFR	Skin Sun Exposed	285986	chr21:46599781	http://www.cagmdb.org/view_table.php?id=285986
AFR	Skin Sun Exposed	290016	chr22:32367649	http://www.cagmdb.org/view_table.php?id=290016
AFR	Skin Sun Exposed	291307	chr22:37510302	http://www.cagmdb.org/view_table.php?id=291307
AFR	Skin Sun Exposed	310339	chr2:69514608	http://www.cagmdb.org/view_table.php?id=310339
AFR	Skin Sun Exposed	311234	chr2:73559315	http://www.cagmdb.org/view_table.php?id=311234
AFR	Skin Sun Exposed	335865	chr2:196989510	http://www.cagmdb.org/view_table.php?id=335865
AFR	Skin Sun Exposed	339837	chr2:215423181	http://www.cagmdb.org/view_table.php?id=339837
AFR	Skin Sun Exposed	348693	chr3:14665239	http://www.cagmdb.org/view_table.php?id=348693
AFR	Skin Sun Exposed	356304	chr3:51993838	http://www.cagmdb.org/view_table.php?id=356304
AFR	Skin Sun Exposed	373956	chr3:142375975	http://www.cagmdb.org/view_table.php?id=373956
AFR	Skin Sun Exposed	382740	chr3:184711346	http://www.cagmdb.org/view_table.php?id=382740
AFR	Skin Sun Exposed	385948	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
AFR	Skin Sun Exposed	386355	chr4:2988577	http://www.cagmdb.org/view_table.php?id=386355
AFR	Skin Sun Exposed	432938	chr5:38528850	http://www.cagmdb.org/view_table.php?id=432938
AFR	Skin Sun Exposed	452207	chr5:140648008	http://www.cagmdb.org/view_table.php?id=452207
AFR	Skin Sun Exposed	452207	chr5:140648008	http://www.cagmdb.org/view_table.php?id=452207
AFR	Skin Sun Exposed	478577	chr6:83152212	http://www.cagmdb.org/view_table.php?id=478577
AFR	Skin Sun Exposed	517939	chr7:100776319	http://www.cagmdb.org/view_table.php?id=517939
AFR	Skin Sun Exposed	528719	chr7:150687106	http://www.cagmdb.org/view_table.php?id=528719
AFR	Skin Sun Exposed	560392	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
AFR	Skin Sun Exposed	568326	chr9:37422524	http://www.cagmdb.org/view_table.php?id=568326
AFR	Skin Sun Exposed	583062	chr9:129890399	http://www.cagmdb.org/view_table.php?id=583062
AFR	Skin Sun Exposed	584439	chr9:135786171	http://www.cagmdb.org/view_table.php?id=584439
AFR	Thyroid	3612	chr10:15135193	http://www.cagmdb.org/view_table.php?id=3612
AFR	Thyroid	20920	chr10:90916431	http://www.cagmdb.org/view_table.php?id=20920
AFR	Thyroid	27149	chr10:119146429	http://www.cagmdb.org/view_table.php?id=27149
AFR	Thyroid	31249	chr11:6390706	http://www.cagmdb.org/view_table.php?id=31249
AFR	Thyroid	31461	chr11:7672623	http://www.cagmdb.org/view_table.php?id=31461
AFR	Thyroid	33622	chr11:18338437	http://www.cagmdb.org/view_table.php?id=33622
AFR	Thyroid	33646	chr11:18456407	http://www.cagmdb.org/view_table.php?id=33646
AFR	Thyroid	43870	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
AFR	Thyroid	51478	chr11:107816016	http://www.cagmdb.org/view_table.php?id=51478
AFR	Thyroid	53840	chr11:118339710	http://www.cagmdb.org/view_table.php?id=53840
AFR	Thyroid	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Thyroid	54026	chr11:119018676	http://www.cagmdb.org/view_table.php?id=54026
AFR	Thyroid	55269	chr11:124751122	http://www.cagmdb.org/view_table.php?id=55269
AFR	Thyroid	66900	chr12:48903350	http://www.cagmdb.org/view_table.php?id=66900
AFR	Thyroid	83376	chr12:120766090	http://www.cagmdb.org/view_table.php?id=83376
AFR	Thyroid	84298	chr12:123721191	http://www.cagmdb.org/view_table.php?id=84298
AFR	Thyroid	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Thyroid	93594	chr13:52455636	http://www.cagmdb.org/view_table.php?id=93594
AFR	Thyroid	148666	chr16:23067914	http://www.cagmdb.org/view_table.php?id=148666
AFR	Thyroid	166745	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
AFR	Thyroid	205248	chr19:20839536	http://www.cagmdb.org/view_table.php?id=205248
AFR	Thyroid	207247	chr19:32438944	http://www.cagmdb.org/view_table.php?id=207247
AFR	Thyroid	209319	chr19:40255439	http://www.cagmdb.org/view_table.php?id=209319
AFR	Thyroid	211972	chr19:49154454	http://www.cagmdb.org/view_table.php?id=211972
AFR	Thyroid	218993	chr1:19922761	http://www.cagmdb.org/view_table.php?id=218993
AFR	Thyroid	229414	chr1:64768534	http://www.cagmdb.org/view_table.php?id=229414
AFR	Thyroid	238643	chr1:109759145	http://www.cagmdb.org/view_table.php?id=238643
AFR	Thyroid	239458	chr1:113880912	http://www.cagmdb.org/view_table.php?id=239458
AFR	Thyroid	239458	chr1:113880912	http://www.cagmdb.org/view_table.php?id=239458
AFR	Thyroid	242731	chr1:153934803	http://www.cagmdb.org/view_table.php?id=242731
